1,502.1038
2,452.7853
3,331.1444
4,260.2735
5,128.6625
6,122.5811
7,119.2439
8,116.7623
9,101.4028
10,60.36944
11,58.53976
12,34.10101
13,33.86087
14,32.98108
15,25.42775
16,24.87897
17,22.18102
18,19.63931
19,18.32117
20,17.061
21,13.7219
22,9.300748
23,3.5
24,1.620686
25,1.620899
